,acc_phone_x,acc_phone_y,acc_phone_z,labelStanding,labelSitting,labelWalking,gyr_phone_x,gyr_phone_y,gyr_phone_z,bar_phone_x,lin_acc_phone_x,lin_acc_phone_y,lin_acc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,prox_phone_distance
2020-06-05 12:47:00,1.1085647277,-8.1773451232,1.44732527154,1,0,0,0.05126265735173,-0.10075456518699999,-0.03669826960538,985.5571388259999,-0.0677274803015,0.0412264079134,0.002029860919900004,11.6871440894,31.946333313999997,-10.2143571375,2.5
2020-06-05 12:48:40,1.3448334043999999,-9.725096557399999,-0.385029327324,1,0,0,0.06473234233671334,-0.16570258206666666,0.010190456433444442,985.4911186229998,0.17399124324822224,0.1353789597866667,0.16401699780703333,11.377064175222223,39.322111765555555,-1.9124890433333332,
2020-06-05 12:50:20,1.5156282348699999,-9.699320159900001,1.22274728398,1,0,0,-0.011407167837400001,0.2062601287427,-0.0163114089053,985.4884292590001,-0.012316808938999998,0.0008804737410000041,-0.12657549583599997,5.6201662063999995,28.580409431500005,-18.962272070700003,
2020-06-05 12:52:00,3.8946460418,-8.5952011875,-0.26815237414000015,1,0,0,-0.0423304358991,0.16076919971249998,0.22184920113628998,985.4436149589998,-0.295687658278,-0.18659336378500005,0.026304459739399988,0.5469040870099998,33.03147487700001,-2.749708270100001,
2020-06-05 12:53:40,3.3300650939,-9.0322473449,1.07536376953,1,0,0,0.02824224893844444,-0.04703120727111112,-0.004621093989600001,985.3779441820001,0.005604410022777785,0.09218349873915556,0.03567607164678888,-0.47360287788888894,36.62117110444445,-6.341693666444446,
2020-06-05 12:55:20,2.5100553131999996,-9.490264892599999,-0.77796221934,1,0,0,0.017943784962999997,-0.17917932494399996,-0.015154833394299998,985.3316497850001,0.11860344582099999,0.0705425637968,0.21623289991800004,7.2193335536,39.197171784,-6.4903830052,
2020-06-05 12:57:00,2.7597360992,-9.395347274599999,0.5998476104448,1,0,0,-0.05376119704444444,0.14714865982411113,0.027591831732666678,985.3135026080809,-0.3744109916733333,0.17337683081688887,-0.2212910598933333,3.7901988556000004,39.54022386444444,-5.2452126614944445,
2020-06-05 12:58:40,2.6516009672,-9.4285781707,0.5202431487799999,1,0,0,-0.1790190449994,0.29535646097384,0.041491703267,985.3054817179999,-0.26044515934800005,-0.092818525835,-0.058981332053000005,4.22476058007,40.367449570999995,-6.936857223544,
2020-06-05 13:00:20,2.6661656799,-9.418983123900002,0.8758137360499999,1,0,0,-0.028372623720119998,0.1289167253492,-0.0230254575144,985.3155830359999,-0.047844140413999994,0.0245208835611,-0.003661234090000004,4.8483011722,40.439835738,-8.264916086383,
2020-06-05 13:02:00,2.5996889188999996,-8.376206588799999,1.24252116374,1,0,0,-0.021123619129999993,0.22353383971555563,0.04311718502888889,985.3488166829999,0.034430566022222234,0.0015704322444444474,-0.9212700814633332,9.679275671555557,43.09453031777778,-12.085346009866665,
2020-06-05 13:03:40,1.8112335204599996,-9.1745115051,1.0508148193700002,1,0,0,-0.13766126676240004,0.3045258536692,0.0956158806547,985.3420806819996,-0.38581456464639996,0.3226003016,0.07359697381699999,8.312252902800001,39.05780258,-7.564714956399999,
2020-06-05 13:05:20,1.8261125794399997,-9.735170608299999,0.36830909733999995,1,0,0,0.0009492035486222209,0.056264110326772226,0.05245872460505555,985.3182551818181,0.07601110726055556,0.08907336473344445,0.08543704628933334,7.95004299,37.26114315222222,-4.090123283333333,
2020-06-05 13:07:00,1.842832809502,-9.305084976299998,1.1688593444700002,1,0,0,0.1497443207423,0.6475191335695001,-0.13387568227163998,985.352968595,0.08033318554,-0.07009911095699999,-0.07878649467899997,8.418465899500001,44.090574647,-9.08411064129,2.5
2020-06-05 13:08:40,0.258677078258,-9.719183853100002,1.2068653107,1,0,0,0.036813938894500006,0.05556590086019999,-0.02958681135945999,985.3404686,0.9834826547321001,-0.6153934272884001,-0.5377446254046,19.3448433414,48.268771361999995,-1.9354257110999993,
2020-06-05 13:10:20,0.3491040344267,-9.910635726899999,0.686337753426,1,0,0,0.014325475681777774,0.05378467598277778,-0.0056525123712222215,985.3179237310002,-0.18267833784555554,0.0004852539311111067,-0.18968757390923333,12.53168317977778,41.79088889222222,-15.763129817666664,
2020-06-05 13:12:00,0.41185354608999997,-9.8177688447,0.34142500315,1,0,0,-0.016092679369999998,-0.03979027644600001,-0.025082857766000007,985.3506240799999,0.04936759226330001,-0.0015344263360000028,-0.05962663078079998,12.589351607100001,45.87425995,-10.9020606045,
2020-06-05 13:13:40,0.22441333005800002,-9.7539565431,0.35654356395,1,0,0,-0.009564196485555556,-0.06354090219811112,-0.021959138155155558,985.3885818479997,-0.11976779948377778,0.0009179478893333338,-0.11332215787444445,12.783628568333334,39.912322149999994,-4.692576938333334,
2020-06-05 13:15:20,0.22525158693099998,-9.7547498932,0.79260177609,1,0,0,-0.0029665229840999995,-0.002351907711400001,-0.0083737059506,985.4061581383838,0.09936449291550001,0.0848132198383,-0.012371480409099996,11.786431311731999,38.20357132,-17.1492378234,
2020-06-05 13:17:00,-0.004685256944000032,-9.6999787902,0.4992268524278999,1,0,0,-0.001367021661111111,-0.22773923952555558,-0.0070037249301111125,985.459600068,-0.05281292889577777,0.05118548630822222,0.3396819090988889,19.251373345444442,44.69304953666667,-6.684247202744444,
2020-06-05 13:18:40,0.032377670285999985,-9.601004608,1.13565838629,1,0,0,-0.018291935001399997,0.1079505009391,-0.01310752061704,985.490253447,-0.16243570926,0.0531648727569,-0.0029425527948999997,24.2401368142,41.93589210499999,-20.3853168496,
2020-06-05 13:20:20,0.47288163753330004,-9.7678775941,0.27152037045999994,1,0,0,0.054879875940599995,0.057416810640999995,0.039155870584700006,985.4793296860001,-0.0468373522,-0.130745788542,-0.09668452941099996,9.36105341743,37.94853019599999,-16.7897881514,
2020-06-05 13:22:00,-1.030217651304,-9.2737102204,1.2344978485,1,0,0,0.009031771581111106,0.06087117099777776,0.040552138864444455,985.492326359,0.08500091712444448,-0.15347810624788885,-0.43799673314444443,7.7598695222,41.64536624555555,-13.682545450888888,
2020-06-05 13:23:40,-3.5605408173999997,-8.9749465024,0.55170771804,1,0,0,0.09945816558797002,-0.21552824125220008,0.14714117777710198,985.4686089737373,-0.45060193328899995,0.11567494096440001,0.7028703463077,18.5141352644,40.997212029,-14.424846984199998,
2020-06-05 13:25:20,-0.4324357451700001,-9.2097182919,0.62894709778,1,0,0,0.03724986428466667,0.08962023464888888,0.060910699421255564,985.4020980809998,0.5791059319011111,-0.016823154162222225,0.1341038120311111,17.145554331777777,40.239766862222226,-10.687182002,2.5
2020-06-05 13:27:00,0.47886918639000003,-9.782382430899998,1.3899795228,1,0,0,0.027481908820100005,0.03618050553700001,0.023410354096200004,985.4216056839999,-0.022768589970099996,-0.03333024022,0.354708649115,20.9578757749,45.60849533,0.4240517605000006,
2020-06-05 13:28:40,-0.5424120483799999,-9.644683777200001,1.0702743530199998,1,0,0,0.051224746186,0.07662802636000002,0.10061399230100002,985.4196105919999,-0.11635883135600003,0.11392019158800001,0.094485274605,9.8632323264,42.201326751,-6.540815401400001,
2020-06-05 13:30:20,-0.4804259491700001,-9.824385086000001,0.61441232292,1,0,0,-0.004094694535444443,0.17938454918888885,0.01695103694777777,985.4126289330001,-0.11184107435888888,0.24587762713,0.19819741668444443,21.80721653877778,31.340408325333335,-19.338486035444443,
2020-06-05 13:32:00,-0.33404534909999994,-9.749226379400001,0.8174051972599999,1,0,0,-0.009198862121999999,-0.05471526235600001,0.005150457189700003,985.4211234990001,-0.075443378353,-0.0007751069039999975,-0.022321745756,32.565007021,28.801055525,-29.549448013699998,
2020-06-05 13:33:40,-0.1671424255258,-9.7012361754,1.33047825639,1,0,0,0.24751351097408886,0.5435780393355557,0.042782026288222225,985.4092492000001,0.08610757572444441,0.003871116647666676,0.3298192805524445,37.28963290322222,42.06700134444445,-1.343519846222222,
2020-06-05 13:35:20,0.18747015379999996,-9.8909666295,0.6597979430300001,1,0,0,0.0245619527097,-0.19821428306359998,0.041253000478,985.363949597,0.1353291723709,-0.039377781446100005,0.07138146381800001,48.069285867999994,50.397054098999995,26.867790890000002,
2020-06-05 13:37:00,0.45613146981,-9.6454621582,1.12643756098,1,0,0,-0.10482291898619997,-0.14611420211918,0.035430887531900004,985.352066037,0.15599147826219997,0.04369460535509999,0.026644826222000005,48.43638992300001,37.046970368000004,-16.866546392700002,
2020-06-05 13:38:40,0.16901353460999982,-9.951291183600002,-0.7223229213,1,0,0,-0.10864179912123333,0.2869910145748,0.06911778578366666,985.355409244,0.1432226260311111,-0.060336443780555554,0.4099638820011111,30.29701402444444,21.734297646666665,-28.260590447777783,2.5
2020-06-05 13:40:20,-1.25714575193,-9.7652730105,0.95562776183,1,0,0,0.0247965224988,0.0864006781016,-0.05663279201020001,985.3381385849998,-0.13297223280060005,0.038454330683000006,0.26177791520899996,40.006544773499996,30.2874168397,-17.3651575088,
2020-06-05 13:42:00,-1.28121569827,-9.0531738283,1.22125039667,1,0,0,0.08512390394633333,0.04659106126188889,-0.06464269741465556,985.2515758191918,-0.0806438237322222,0.035511764878888886,0.19655941662177778,31.554646491111114,26.377017128,-7.2884290473333335,
2020-06-05 13:43:40,-1.38195620718,-9.531070038200001,1.6637003173629998,1,0,0,-0.014697096728999996,0.42350975372300004,0.0809506201173,985.2682205209999,-0.7023080414666001,-0.07678019799699999,-0.17146743545900006,9.6499674802,41.759913635000004,-15.740746499493,
2020-06-05 13:45:20,-1.4376703491099998,-9.4648776855,-0.07003935240099998,1,0,0,0.027129717364399997,0.033097255227899997,-0.026196986668299997,985.2566268879999,0.1734253756923,0.07964989453730001,0.04654149771280001,5.5246392252,32.80674591099999,-31.835733603599998,
2020-06-05 13:47:00,-0.58124130252,-9.5412937776,0.69070866395,1,0,0,-0.15432236824866663,-0.12510923655066664,0.08890353618922223,985.234402467,0.12933586241999995,0.03834201216777778,0.5490119046344444,16.46753305896667,25.349371170166666,-21.44929875317778,
2020-06-05 13:48:40,-0.64925985721,-9.6446239014,1.21379589848,1,0,0,0.057542341573799984,0.0005325892006000033,-0.0412697427907,985.2043075609998,-0.09841828733990002,0.0420251083398,0.016303908342,54.5229674338,40.288104248,4.176749276700001,
2020-06-05 13:50:20,-0.22263203431999998,-9.6956527864,1.4298116913099999,1,0,0,-0.015733406254,-0.03560295597444444,0.025250933234666668,985.2326080369999,0.004542571905555558,0.024937400218211114,0.09377796947666667,46.449527527777775,37.36114141777778,-8.775822745,
2020-06-05 13:52:00,-0.46792694094600007,-9.7951808163,0.9392667847039998,1,0,0,-0.016512864828284,-0.028077691101699997,-0.00175215206027,985.2470313181818,0.028212786288000002,0.050358384675,0.04909971302400001,20.5152996545,44.901219367,15.326096153399998,
2020-06-05 13:53:40,-0.6404132537959,-9.7520405273,0.7478298796899999,1,0,0,-0.05917649478662999,-0.2278896668322,-0.10742873028149999,985.2747108480002,0.08523075481900004,0.0023042707456100006,0.13889142778299995,40.642816451,47.837492751999996,19.905251646800004,
2020-06-05 13:55:20,-0.5320535888435,-9.705247833300001,0.80507084667,1,0,0,0.03871996773501111,0.47082305363133337,-0.008728971912333332,985.29907074,0.29394391623444455,0.2601816057951111,0.48115236820733326,90.43009229111112,44.53793843555556,35.12849235444445,
2020-06-05 13:57:00,-0.7678282929659999,-9.7306649783,0.49171247865000006,1,0,0,-0.09215825274199999,0.5749014499189999,-0.0179392148817,985.3290519719999,-0.3139549885180001,-0.03704825073000001,0.09303346945999999,13.13461208297,43.02884330599999,1.7132447721000008,
2020-06-05 13:58:40,-1.2582235106559998,-9.566651046699999,1.1117381286,1,0,0,0.06665175696444445,0.017586630552222236,0.0385631337053,985.3502265999997,-0.19577181296555551,0.18501870214233335,0.28611712578888887,23.874450047811113,55.87370215555555,27.446124606655555,
2020-06-05 14:00:20,-0.264155685423,-9.855146118,0.94232043456,1,0,0,-0.0029008125891000006,-0.027987825987500003,-0.050651094037,985.4000476878786,0.08675933398900001,-0.0016642929927000005,0.19327702364339996,56.627035899,36.9014089587,-3.3139111985000005,
2020-06-05 14:02:00,-0.458945617679,-9.7637162477,1.0962603149299999,1,0,0,0.008680916065100002,-0.011300571915000005,-0.006533665116199999,985.4153976420001,0.019145596688000005,-0.0064786564689,-0.05191754473500001,5.0524723056,62.259480667000005,57.525909422999995,
2020-06-05 14:03:40,-0.3260519714301,-9.7647341309,0.9738897857317002,1,0,0,0.07965580902111112,0.11356223177922223,0.0010827907568411116,985.4437805199997,-0.31556246936999993,-0.03452559948277777,-0.11932692348777778,8.49624231077111,64.95289145666666,69.9433568311111,
2020-06-05 14:05:20,-0.6643185425070002,-9.703107284499998,0.92735156263,1,0,0,-0.0944323124342,0.12191271330509998,-0.0763171203461,985.464438623,-0.154107081501,-0.0006331949790999963,-0.037934396262,-16.077376126399997,50.388159752,21.5465643888,
2020-06-05 14:07:00,-0.4400998077600001,-9.778774933,0.52325189202,1,0,0,-0.017022506903,0.35662504403399997,0.02778702964222222,985.4813064600002,-0.51081236954,-0.17496935252111112,-0.8239373946733333,28.138136149,49.39648183,22.07678530011111,
2020-06-05 14:08:40,-1.6602125700900001,-9.5272380066,0.129301116904,1,0,0,0.034517748698099995,0.0453668337362,-0.015625700584815,985.5726570059998,-0.13004755790140002,0.0013322880903700069,-0.12327532732800002,15.828683614,23.459340477199998,-26.657695578499993,
2020-06-05 14:10:20,-1.5505057067399999,-9.6486654972,0.5656587066900001,1,0,0,0.0632501427082,0.1207857520225,-0.03944575856309,985.7606675909091,0.20329309947600005,-0.13229085677900002,-0.14985209189999998,18.904504656500002,20.6697544097,-14.013281249519997,
2020-06-05 14:12:00,0.9222471767799998,-3.853242141618,4.0741826936,1,0,0,-0.016417674104022218,0.17225930269509998,0.20235940025843335,985.8001388529999,-0.04546795701133333,-0.3891748436858889,-0.14944651605066667,-0.9660731685911106,22.51063918911111,-24.100676855111114,5.0
2020-06-05 14:13:40,0.0114362182626,0.083556243893,9.8675403442,1,1,0,0.00010246611199009,-0.00132777669936,0.0003260389902100001,985.775636291,-0.015623972642999997,0.0004209255223299992,0.056841309604,0.917211103351,19.152940368,-46.472624971,
2020-06-05 14:15:20,0.0172890472415,0.078227325441,9.846389328,0,1,0,-0.0002571133276211111,-0.0006020553151000001,0.0004486704452777778,985.6759101849998,-0.007611307925777778,0.006157421102333334,0.03759974062444445,1.6004195213333334,19.37355762,-50.706838821111106,
2020-06-05 14:17:00,0.0193697204572,0.074275543212,9.851149429199998,0,1,0,0.00018798876569999995,0.00040576711761,0.0005467777140870001,985.7264518720002,-0.0025078337918190002,-0.005009213718539999,0.037486908853,1.6110013007,19.696401212999998,-51.093736267,
2020-06-05 14:18:40,0.01951940918,0.06890171814000001,9.8499968261,0,1,0,0.0005729638970829999,-6.68405552000001e-06,-0.00021545053452,985.797339546465,-0.0020996074615099993,-0.0034547615874539984,0.0354617257113,1.7008895399,19.800473023000002,-51.204925536999994,
2020-06-05 14:20:20,0.018591339111300002,0.059710830688000004,9.8633789981,0,1,0,-0.0001980273777888889,-6.054890236666665e-05,-0.00012214192080000003,985.83327713,-0.0005957736654444451,-0.011587625718433334,0.0026993346266666668,1.4944053224666665,19.899687872222223,-49.865690444444446,
2020-06-05 14:22:00,0.019025436402,0.0466280364985,9.8544874879,0,1,0,0.0006160031538199999,0.00019030563996000005,-1.0984111585999982e-05,985.8936279289999,0.003186080658070001,0.011018415289399997,0.036451776266000005,3.91668906222,17.677690124,-43.840374756,
2020-06-05 14:23:40,0.018052459716000002,0.03393443298399999,9.8532301026,0,1,0,0.000820141596,0.0003501405911555556,0.0008355416357222222,985.960093688,-0.0068547538482222215,-0.001234771046111112,0.03231405258255556,5.345188988555555,16.90963681777778,-42.99461703888889,
2020-06-05 14:25:20,1.33276184084,-6.407741699385555,4.904334716755556,0,1,0,0.22574944537542993,-0.36631468408683004,-0.04237345875659999,985.9929039000002,0.5542485944312,0.12532847572990008,-0.11640245155099996,8.3708481316,16.228375436,-22.6821208956,0.0
2020-06-05 14:27:00,1.8062638549199999,-8.392986694200001,0.8925938415924,0,1,1,0.16366460247199996,0.30025759559899995,0.031165368859999997,985.9880516070001,0.24845328012900003,-0.030250745607999917,0.9506977988379999,-16.494805383700005,36.410957716,3.570722531860001,
2020-06-05 14:28:40,1.2769944763160002,-9.7197077638,1.724908035368,0,0,1,-0.17336656781222215,0.5942633519711111,-0.015633664242222248,986.0422431060607,-0.44536523195888883,0.17781350307111102,0.8356759399333332,-13.372823503333331,39.34797414222223,1.7255184385555558,
2020-06-05 14:30:20,1.73890393066,-8.613298554100002,0.274214767411,0,0,1,-0.16603867714999998,-0.42213614882000006,-0.1633636323459,985.9452430790002,-0.05181812746999992,-0.6099161064799999,-1.1327457716299998,-12.212960099799998,37.433265686,-1.8670709604100004,
2020-06-05 14:32:00,3.9490878296,-9.627694107,0.13280383305000015,0,0,1,-0.3608443637222223,0.19002398351333336,-0.19452206521555557,986.0479522730001,0.21632251817677783,-0.6069165563777779,0.03680503904444446,-11.099439038888889,39.33451949222222,6.535247432,
2020-06-05 14:33:40,1.3142669676710002,-9.6718073726,0.7704927520959999,0,0,1,-0.37716968502000003,0.26623175357300005,-0.20620129463099998,986.0670150779999,0.33871038920999996,0.320878881253,1.02627522458,-6.37862777657,39.593507386,5.4302535054000005,
2020-06-05 14:35:20,-1.1134745177999998,-9.0650142055,-0.13925541684999998,0,0,1,-0.018105600774999984,-0.23096909595200002,0.083905624422,986.16064682,-0.341503779637,0.479842192261,1.641828631853,-4.0336789602,39.373971749,-7.446165466330001,2.5
2020-06-05 14:37:00,0.41420365913,-9.736862090399999,0.09765692135499997,0,0,1,0.02375760136222225,0.6782879044988888,0.007653987653333339,986.2550600575757,-0.18105960930444445,-0.24006926296666664,0.4114313380777779,9.79925017903889,50.934664832222225,-7.526380857111111,
2020-06-05 14:38:40,-0.7416327665900001,-9.6978681801,0.42155337528,0,0,1,-0.237681784687,-0.11739508660999995,-0.047836303702,986.2538475029999,-1.07559983631,0.19812126646999997,1.2765375163,1.0371054417000003,41.46137371,7.3243279453,
2020-06-05 14:40:20,2.41581129453,-10.6673720836,-1.6661402436000003,0,0,1,0.35860994917333333,0.2043232586111111,-0.23934097670777776,986.3232254089999,0.06188486771111109,-0.19112352019999998,1.3775097377444445,2.702250694111112,38.06640582666667,2.6327852669999996,
2020-06-05 14:42:00,1.98349530045,-7.224890762799999,-2.7098747863700003,0,0,1,-0.25655597779800005,0.31159358922300007,-0.0769860506966,986.3514511120001,-0.013731455032999973,-0.08470709291199997,-0.05489781203999997,-12.4203177449,30.646640395200006,9.228702926199999,
2020-06-05 14:43:40,2.02531832883,-10.802840378,1.2492721253599999,0,0,1,-0.25491376714030006,0.253477835343,-0.017711454256000004,986.343929288,0.20031521473999994,-1.6334089920423,-0.7731387923299999,-5.330631114,42.53022651799999,7.065884827949999,
2020-06-05 14:45:20,2.861404678339,-8.139952882,1.09614056411,0,0,1,0.4352564033444445,-0.2238535127477778,-0.5886406119755556,986.3813420368422,0.3164848513111111,-1.4726012029777777,-0.4158743125300002,-18.91473319788889,31.287664838666664,-12.934988127,2.6666666666666665
